sample,PHLDA3,study,stype,site,disease
GTEX-13PVQ-0626-SM-5LU47,11.1,GTEX,Normal Tissue,Skin,Skin - Not Sun Exposed (Suprapubic)
GTEX-11I78-1826-SM-5A5M4,9.851,GTEX,Normal Tissue,Adrenal Gland,Adrenal Gland
TCGA-59-2348-01,13.52,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
TCGA-OR-A5JY-01,12.2,TCGA,Primary Tumor,Adrenal gland,Adrenocortical Cancer
GTEX-13O3Q-2826-SM-5KM2N,11.63,GTEX,Normal Tissue,Salivary Gland,Minor Salivary Gland
TCGA-2G-AAHC-01,13.56,TCGA,Primary Tumor,Testis,Testicular Germ Cell Tumor
TCGA-23-1027-01,12.19,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
GTEX-RU72-2926-SM-2TF66,9.255,GTEX,Normal Tissue,Brain,Brain - Cerebellum
GTEX-WYJK-1926-SM-4ONDP,11.13,GTEX,Normal Tissue,Esophagus,Esophagus - Mucosa
K-562-SM-5KM2I,3.165,GTEX,Cell Line,Bone Marrow,Cells - Leukemia Cell Line (Cml)
TCGA-CV-A6JT-01,13.61,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
TCGA-VS-A8QH-01,9.269,TCGA,Primary Tumor,Cervix,Cervical & Endocervical Cancer
TCGA-A3-3328-01,7.995,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
TCGA-BR-6852-01,11.34,TCGA,Primary Tumor,Stomach,Stomach Adenocarcinoma
TCGA-CV-7089-01,11.77,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
GTEX-11VI4-1226-SM-5EQMP,11.47,GTEX,Normal Tissue,Adipose Tissue,Adipose - Visceral (Omentum)
TCGA-A8-A06Y-01,10.61,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TARGET-30-PARZHA-01,8.64,TARGET,Primary Solid Tumor,Sympathetic�Nervous System,Neuroblastoma
TCGA-24-2019-01,10.57,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
TCGA-13-0893-01,11.17,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
GTEX-13FTW-2326-SM-5K7YS,10.05,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
TCGA-BH-A0BT-11,10.52,TCGA,Solid Tissue Normal,Breast,Breast Invasive Carcinoma
TCGA-BH-A0C0-11,10.75,TCGA,Solid Tissue Normal,Breast,Breast Invasive Carcinoma
GTEX-11EQ8-1426-SM-5EGJR,10.46,GTEX,Normal Tissue,Testis,Testis
GTEX-ZVE2-0006-SM-51MRW,6.581,GTEX,Normal Tissue,Blood,Whole Blood
GTEX-XBED-1326-SM-4AT4F,13.35,GTEX,Normal Tissue,Adipose Tissue,Adipose - Visceral (Omentum)
GTEX-11EQ9-1026-SM-5H134,8.547,GTEX,Normal Tissue,Pancreas,Pancreas
TCGA-A6-6137-01,8.156,TCGA,Primary Tumor,Colon,Colon Adenocarcinoma
GTEX-Z93S-0126-SM-5HL7M,11.61,GTEX,Normal Tissue,Skin,Skin - Sun Exposed (Lower Leg)
GTEX-WYJK-0726-SM-4ONC9,7.854,GTEX,Normal Tissue,Spleen,Spleen
GTEX-13X6H-2526-SM-5QGOT,11.06,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
GTEX-11GS4-0326-SM-5N9F7,11.62,GTEX,Normal Tissue,Blood Vessel,Artery - Aorta
TCGA-B6-A409-01,11.77,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-KC-A7F5-01,11.47,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TARGET-30-PASXRG-01,10.73,TARGET,Primary Solid Tumor,Sympathetic�Nervous System,Neuroblastoma
GTEX-13FTW-2626-SM-5K7WL,11.48,GTEX,Normal Tissue,Skin,Skin - Sun Exposed (Lower Leg)
TCGA-UZ-A9PQ-01,10.41,TCGA,Primary Tumor,Kidney,Kidney Papillary Cell Carcinoma
TCGA-LP-A5U3-01,12.44,TCGA,Primary Tumor,Cervix,Cervical & Endocervical Cancer
TCGA-55-A493-01,10.41,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
TARGET-10-PAPGNC-03,4.161,TARGET,Primary Blood Derived Cancer - Peripheral Blood,White blood cell,Acute Lymphoblastic Leukemia
GTEX-11EI6-2926-SM-5985U,9.291,GTEX,Normal Tissue,Brain,Brain - Cerebellum
GTEX-Y8DK-0004-SM-4RGM7,9.011,GTEX,Cell Line,Blood,Cells - Ebv-Transformed Lymphocytes
TCGA-AK-3443-01,9.03,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
GTEX-14AS3-1126-SM-5Q5CR,12.66,GTEX,Normal Tissue,Colon,Colon - Transverse
GTEX-13NZ9-1126-SM-5MR37,10.4,GTEX,Normal Tissue,Thyroid,Thyroid
TCGA-MP-A4TE-01,11.07,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
GTEX-WY7C-2226-SM-4ONCS,9.576,GTEX,Normal Tissue,Testis,Testis
TCGA-55-6979-01,10.44,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
GTEX-SUCS-1926-SM-32PM3,11.36,GTEX,Normal Tissue,Skin,Skin - Sun Exposed (Lower Leg)
TCGA-18-4721-01,9.697,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
GTEX-11GSP-0126-SM-5A5KU,11.39,GTEX,Normal Tissue,Thyroid,Thyroid
TCGA-WN-A9G9-01,11.75,TCGA,Primary Tumor,Kidney,Kidney Papillary Cell Carcinoma
TCGA-IN-A6RJ-01,11.7,TCGA,Primary Tumor,Stomach,Stomach Adenocarcinoma
TCGA-41-5651-01,10.07,TCGA,Primary Tumor,Brain,Glioblastoma Multiforme
TCGA-RD-A8N9-01,10.51,TCGA,Primary Tumor,Stomach,Stomach Adenocarcinoma
TCGA-CC-5264-01,5.148,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
GTEX-YEC4-2226-SM-5IFJT,10.05,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
GTEX-W5WG-2526-SM-4SOJ2,12.71,GTEX,Normal Tissue,Adipose Tissue,Adipose - Subcutaneous
GTEX-131XW-1126-SM-5EGK4,11.08,GTEX,Normal Tissue,Lung,Lung
TCGA-E1-A7Z2-01,10.87,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-E9-A1RG-01,11.46,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-AB-2830-03,7.956,TCGA,Primary Blood Derived Cancer - Peripheral Blood,White blood cell,Acute Myeloid Leukemia
GTEX-117YX-0526-SM-5EGJH,11.87,GTEX,Normal Tissue,Colon,Colon - Sigmoid
GTEX-1192X-0008-SM-5Q5B7,11.24,GTEX,Cell Line,Skin,Cells - Transformed Fibroblasts
GTEX-13FXS-0011-R10a-SM-5J2MA,11.03,GTEX,Normal Tissue,Brain,Brain - Frontal Cortex (Ba9)
GTEX-S7SF-1026-SM-4AD4I,11.76,GTEX,Normal Tissue,Esophagus,Esophagus - Muscularis
GTEX-12KS4-2426-SM-5LU8P,11.01,GTEX,Normal Tissue,Colon,Colon - Transverse
TCGA-LN-A4A6-01,11.8,TCGA,Primary Tumor,Esophagus,Esophageal Carcinoma
GTEX-11WQK-1026-SM-5EQLX,11.25,GTEX,Normal Tissue,Skin,Skin - Not Sun Exposed (Suprapubic)
TCGA-DS-A1O9-01,13.43,TCGA,Primary Tumor,Cervix,Cervical & Endocervical Cancer
GTEX-ZYVF-0226-SM-5GIEG,11.97,GTEX,Normal Tissue,Adipose Tissue,Adipose - Subcutaneous
TCGA-HS-A5NA-01,12.07,TCGA,Primary Tumor,"Soft tissue,Bone",Sarcoma
TCGA-DM-A28M-01,9.866,TCGA,Primary Tumor,Colon,Colon Adenocarcinoma
TARGET-20-PASWPT-09,5.853,TARGET,Primary Blood Derived Cancer - Bone Marrow,White blood cell,Acute Myeloid Leukemia
TCGA-06-0210-01,10.16,TCGA,Primary Tumor,Brain,Glioblastoma Multiforme
TCGA-EY-A1GO-01,11.75,TCGA,Primary Tumor,Endometrium,Uterine Corpus Endometrioid Carcinoma
GTEX-13W3W-0626-SM-5LU45,11.33,GTEX,Normal Tissue,Blood Vessel,Artery - Coronary
TARGET-30-PALEVG-01,10.33,TARGET,Primary Solid Tumor,Sympathetic�Nervous System,Neuroblastoma
GTEX-PSDG-0008-SM-48TE5,10.7,GTEX,Cell Line,Skin,Cells - Transformed Fibroblasts
TCGA-44-2659-01,11.34,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
GTEX-13O3Q-0011-R4a-SM-5P9H2,10.85,GTEX,Normal Tissue,Brain,Brain - Amygdala
GTEX-1477Z-1126-SM-5P9GK,10.94,GTEX,Normal Tissue,Heart,Heart - Atrial Appendage
TCGA-D6-A6ES-01,12.57,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
GTEX-139TU-0006-SM-5LZVN,6.299,GTEX,Normal Tissue,Blood,Whole Blood
TCGA-Z6-A9VB-01,11.45,TCGA,Primary Tumor,Esophagus,Esophageal Carcinoma
GTEX-QCQG-0326-SM-2I3ES,10.41,GTEX,Normal Tissue,Lung,Lung
TCGA-YL-A8SF-01,10.45,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-AC-A2QI-01,11.26,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-MO-A47P-01,11.93,TCGA,Primary Tumor,"Soft tissue,Bone",Sarcoma
TCGA-55-7227-01,10.9,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
TCGA-KK-A8IJ-01,10.1,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-B5-A5OD-01,10.47,TCGA,Primary Tumor,Endometrium,Uterine Corpus Endometrioid Carcinoma
TCGA-FG-8187-01,11.28,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-56-7730-01,10.85,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
GTEX-ZDTT-0526-SM-5HL4M,13.66,GTEX,Normal Tissue,Adipose Tissue,Adipose - Visceral (Omentum)
TCGA-FX-A76Y-01,11.38,TCGA,Primary Tumor,"Soft tissue,Bone",Sarcoma
TCGA-61-1741-01,10.01,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
GTEX-S4Q7-0008-SM-3NM8A,12.36,GTEX,Cell Line,Skin,Cells - Transformed Fibroblasts
TCGA-BT-A20U-01,11.2,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
GTEX-YJ89-0726-SM-5P9F7,10.76,GTEX,Normal Tissue,Thyroid,Thyroid
TCGA-2G-AAG3-01,13.29,TCGA,Primary Tumor,Testis,Testicular Germ Cell Tumor
TCGA-LN-A49W-01,11.87,TCGA,Primary Tumor,Esophagus,Esophageal Carcinoma
GTEX-1445S-0011-R6b-SM-5PNUF,10.77,GTEX,Normal Tissue,Brain,Brain - Nucleus Accumbens (Basal Ganglia)
GTEX-PX3G-3026-SM-48TZR,11.0,GTEX,Normal Tissue,Blood Vessel,Artery - Coronary
GTEX-NPJ8-0326-SM-26GMG,11.09,GTEX,Normal Tissue,Lung,Lung
TCGA-Z2-A8RT-06,11.37,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
TCGA-EA-A3HT-01,12.38,TCGA,Primary Tumor,Cervix,Cervical & Endocervical Cancer
GTEX-13OW7-0426-SM-5K7VK,11.04,GTEX,Normal Tissue,Skin,Skin - Not Sun Exposed (Suprapubic)
TCGA-VR-A8ET-01,13.28,TCGA,Primary Tumor,Esophagus,Esophageal Carcinoma
TARGET-20-PAKSMZ-03,4.42,TARGET,Primary Blood Derived Cancer - Peripheral Blood,White blood cell,Acute Myeloid Leukemia
GTEX-QXCU-0006-SM-2TC5K,5.769,GTEX,Normal Tissue,Blood,Whole Blood
TCGA-BH-A0DT-11,10.23,TCGA,Solid Tissue Normal,Breast,Breast Invasive Carcinoma
TCGA-BQ-5878-11,8.906,TCGA,Solid Tissue Normal,Kidney,Kidney Papillary Cell Carcinoma
TCGA-2Z-A9JM-01,10.96,TCGA,Primary Tumor,Kidney,Kidney Papillary Cell Carcinoma
TCGA-HZ-A4BH-01,11.78,TCGA,Primary Tumor,Pancreas,Pancreatic Adenocarcinoma
TCGA-A8-A06N-01,8.786,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TARGET-50-PAJNZU-01,9.317,TARGET,Primary Solid Tumor,Kidney,Wilms Tumor
TCGA-V5-A7RC-01,11.45,TCGA,Primary Tumor,Esophagus,Esophageal Carcinoma
TCGA-CL-5918-01,9.86,TCGA,Primary Tumor,Rectum,Rectum Adenocarcinoma
TCGA-XM-A8RG-01,11.97,TCGA,Primary Tumor,Thymus,Thymoma
TCGA-V5-A7RC-06,11.05,TCGA,Metastatic,Esophagus,Esophageal Carcinoma
TCGA-B5-A3FH-01,11.06,TCGA,Primary Tumor,Endometrium,Uterine Corpus Endometrioid Carcinoma
TCGA-VR-AA4G-01,11.87,TCGA,Primary Tumor,Esophagus,Esophageal Carcinoma
TCGA-38-4630-01,9.567,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
TCGA-61-2012-01,11.76,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
TCGA-MQ-A4LV-01,12.12,TCGA,Primary Tumor,Lining of body cavities,Mesothelioma
TCGA-CV-7422-01,11.01,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
TCGA-55-1592-01,10.36,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
TCGA-L5-A8NR-01,10.37,TCGA,Primary Tumor,Esophagus,Esophageal Carcinoma
TCGA-BK-A26L-01,9.391,TCGA,Primary Tumor,Endometrium,Uterine Corpus Endometrioid Carcinoma
TCGA-AA-3713-11,8.997,TCGA,Solid Tissue Normal,Colon,Colon Adenocarcinoma
TCGA-IR-A3LC-01,11.62,TCGA,Primary Tumor,Cervix,Cervical & Endocervical Cancer
TCGA-5R-AAAM-01,8.823,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
TCGA-E1-5304-01,7.656,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-BC-A3KG-01,5.76,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
TCGA-BH-A8G0-01,11.07,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TARGET-10-PASDYK-03,6.754,TARGET,Primary Blood Derived Cancer - Peripheral Blood,White blood cell,Acute Lymphoblastic Leukemia
GTEX-ZDYS-0002-SM-4WKGR,8.523,GTEX,Normal Tissue,Blood,Whole Blood
TCGA-63-A5MT-01,11.3,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
TCGA-CS-4943-01,8.226,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
GTEX-WHPG-1226-SM-4M1ZI,11.32,GTEX,Normal Tissue,Esophagus,Esophagus - Muscularis
GTEX-11TT1-0004-SM-5S2NT,9.529,GTEX,Cell Line,Blood,Cells - Ebv-Transformed Lymphocytes
GTEX-1122O-0726-SM-5GIEV,9.977,GTEX,Normal Tissue,Pancreas,Pancreas
GTEX-14BMV-1026-SM-5SI6B,10.24,GTEX,Normal Tissue,Heart,Heart - Atrial Appendage
TCGA-QH-A6CZ-01,9.352,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-WZ-A7V5-01,14.15,TCGA,Primary Tumor,Testis,Testicular Germ Cell Tumor
GTEX-132QS-1426-SM-5P9GE,11.31,GTEX,Normal Tissue,Esophagus,Esophagus - Mucosa
TARGET-30-PAPUAR-01,10.18,TARGET,Primary Solid Tumor,Sympathetic�Nervous System,Neuroblastoma
TCGA-XF-AAML-01,9.925,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
GTEX-13PVQ-0226-SM-5SIBG,12.56,GTEX,Normal Tissue,Adipose Tissue,Adipose - Subcutaneous
TCGA-EY-A3QX-01,9.891,TCGA,Primary Tumor,Endometrium,Uterine Corpus Endometrioid Carcinoma
TCGA-AX-A3GI-01,8.492,TCGA,Primary Tumor,Endometrium,Uterine Corpus Endometrioid Carcinoma
TCGA-75-5146-01,11.11,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
GTEX-O5YV-0526-SM-26GN1,9.073,GTEX,Normal Tissue,Lung,Lung
TCGA-50-5931-11,10.58,TCGA,Solid Tissue Normal,Lung,Lung Adenocarcinoma
GTEX-YJ8O-1126-SM-5P9IS,10.53,GTEX,Normal Tissue,Uterus,Uterus
GTEX-X585-3126-SM-4QASH,10.39,GTEX,Normal Tissue,Pituitary,Pituitary
GTEX-139T6-1826-SM-5KM2E,11.16,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
TARGET-30-PALXTB-01,10.65,TARGET,Primary Solid Tumor,Sympathetic�Nervous System,Neuroblastoma
TCGA-2G-AAEX-01,13.85,TCGA,Primary Tumor,Testis,Testicular Germ Cell Tumor
TCGA-Z4-AAPF-01,11.86,TCGA,Primary Tumor,"Soft tissue,Bone",Sarcoma
TCGA-CN-4738-01,11.72,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
TCGA-EL-A3ZQ-01,12.62,TCGA,Primary Tumor,Thyroid Gland,Thyroid Carcinoma
GTEX-132Q8-2926-SM-5IFFP,9.08,GTEX,Normal Tissue,Brain,Brain - Cerebellum
TCGA-2A-A8VT-01,8.944,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
GTEX-ZPU1-2326-SM-57WEP,11.51,GTEX,Normal Tissue,Salivary Gland,Minor Salivary Gland
TCGA-13-1411-01,11.53,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
TCGA-64-5779-01,9.509,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
GTEX-NL3H-0011-R5a-SM-2I3GB,10.06,GTEX,Normal Tissue,Brain,Brain - Caudate (Basal Ganglia)
TCGA-A2-A0T6-01,10.59,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-C9-A47Z-01,12.03,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
TCGA-61-1725-01,11.15,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
TCGA-67-4679-01,10.75,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
GTEX-1399T-0011-R11a-SM-5J2O1,8.229,GTEX,Normal Tissue,Brain,Brain - Cerebellar Hemisphere
GTEX-ZAB4-2926-SM-57WCV,9.594,GTEX,Normal Tissue,Brain,Brain - Cerebellum
TCGA-FF-8062-01,10.93,TCGA,Primary Tumor,Lymphatic tissue,Diffuse Large B-Cell Lymphoma
TCGA-BP-4761-01,13.49,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
GTEX-ZF29-2626-SM-4WWBA,12.96,GTEX,Normal Tissue,Nerve,Nerve - Tibial
GTEX-T6MN-0126-SM-32PLP,11.83,GTEX,Normal Tissue,Skin,Skin - Sun Exposed (Lower Leg)
GTEX-RTLS-0826-SM-2TF5Q,10.58,GTEX,Normal Tissue,Heart,Heart - Left Ventricle
TCGA-UZ-A9PS-05,10.54,TCGA,Additional - New Primary,Kidney,Kidney Papillary Cell Carcinoma
TARGET-21-PAMYMA-09,0.0,TARGET,Primary Blood Derived Cancer - Bone Marrow,White blood cell,"Acute Myeloid Leukemia, Induction Failure Subproject"
TCGA-HC-7817-01,10.75,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
GTEX-Y5V6-1726-SM-4VDSZ,10.08,GTEX,Normal Tissue,Testis,Testis
GTEX-Y8LW-0426-SM-4VBQ6,10.91,GTEX,Normal Tissue,Blood Vessel,Artery - Aorta
TCGA-G9-7519-01,10.99,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-FS-A1Z0-06,11.76,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
TCGA-CH-5748-01,9.222,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-19-5960-01,8.776,TCGA,Primary Tumor,Brain,Glioblastoma Multiforme
TCGA-YL-A8SQ-01,9.791,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-B0-4706-01,12.13,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
TCGA-BH-A1EW-01,9.996,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-E2-A15I-01,9.242,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
GTEX-13N1W-0011-R9b-SM-5MR4R,12.83,GTEX,Normal Tissue,Brain,Brain - Spinal Cord (Cervical C-1)
TCGA-3B-A9HJ-01,9.783,TCGA,Primary Tumor,"Soft tissue,Bone",Sarcoma
TCGA-77-7337-01,11.7,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
GTEX-139T6-1626-SM-5PNYZ,13.51,GTEX,Normal Tissue,Breast,Breast - Mammary Tissue
TCGA-EY-A1GX-01,11.26,TCGA,Primary Tumor,Endometrium,Uterine Corpus Endometrioid Carcinoma
GTEX-S7SF-2026-SM-3K2AS,11.67,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
GTEX-ZVP2-1326-SM-57WCE,11.8,GTEX,Normal Tissue,Esophagus,Esophagus - Mucosa
GTEX-T2IS-0226-SM-32QPH,12.4,GTEX,Normal Tissue,Adipose Tissue,Adipose - Subcutaneous
TCGA-JY-A6F8-01,5.849,TCGA,Primary Tumor,Esophagus,Esophageal Carcinoma
GTEX-XUW1-1026-SM-4BONY,11.2,GTEX,Normal Tissue,Thyroid,Thyroid
GTEX-13111-0926-SM-5DUVQ,12.43,GTEX,Normal Tissue,Esophagus,Esophagus - Muscularis
TCGA-L5-A8NE-01,11.04,TCGA,Primary Tumor,Esophagus,Esophageal Carcinoma
TCGA-CG-4436-01,5.274,TCGA,Primary Tumor,Stomach,Stomach Adenocarcinoma
TCGA-EB-A44R-06,13.74,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
GTEX-XXEK-1626-SM-4BRUZ,11.38,GTEX,Normal Tissue,Skin,Skin - Not Sun Exposed (Suprapubic)
GTEX-WY7C-2726-SM-3NB3P,12.53,GTEX,Normal Tissue,Breast,Breast - Mammary Tissue
TCGA-DJ-A3V6-01,11.76,TCGA,Primary Tumor,Thyroid Gland,Thyroid Carcinoma
TCGA-A3-3323-01,11.49,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
GTEX-P78B-0226-SM-3NB1Z,12.82,GTEX,Normal Tissue,Adipose Tissue,Adipose - Subcutaneous
GTEX-13VXT-0326-SM-5LU4U,11.23,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
TCGA-G9-6384-11,11.15,TCGA,Solid Tissue Normal,Prostate,Prostate Adenocarcinoma
TCGA-06-0686-01,10.87,TCGA,Primary Tumor,Brain,Glioblastoma Multiforme
TCGA-DH-5140-01,10.2,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-FU-A770-01,10.55,TCGA,Primary Tumor,Cervix,Cervical & Endocervical Cancer
TCGA-LL-A5YL-01,13.15,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-TM-A7CF-01,9.188,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-TM-A7CF-02,11.83,TCGA,Recurrent Tumor,Brain,Brain Lower Grade Glioma
TCGA-3B-A9I0-01,10.8,TCGA,Primary Tumor,"Soft tissue,Bone",Sarcoma
GTEX-TSE9-2526-SM-4DXUS,11.97,GTEX,Normal Tissue,Vagina,Vagina
GTEX-ZYFC-0526-SM-5GIDF,10.51,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
TCGA-FD-A6TK-01,12.29,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
TCGA-BP-4992-01,10.78,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
GTEX-POMQ-0826-SM-3P61H,9.387,GTEX,Normal Tissue,Stomach,Stomach
TCGA-FS-A1ZK-06,12.8,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
GTEX-12ZZZ-0226-SM-59HKU,12.4,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
GTEX-11VI4-1926-SM-5CVLI,11.04,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
TCGA-C8-A26X-01,9.162,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
GTEX-PX3G-1526-SM-48U11,9.121,GTEX,Normal Tissue,Stomach,Stomach
TCGA-FS-A1ZG-06,10.55,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
TCGA-BP-4972-01,10.84,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
TCGA-XP-A8T8-01,12.2,TCGA,Primary Tumor,Esophagus,Esophageal Carcinoma
GTEX-13NZ9-0126-SM-5K7XV,10.36,GTEX,Normal Tissue,Heart,Heart - Atrial Appendage
GTEX-ZT9W-0926-SM-57WFS,10.06,GTEX,Normal Tissue,Pancreas,Pancreas
TCGA-AB-2941-03,3.496,TCGA,Primary Blood Derived Cancer - Peripheral Blood,White blood cell,Acute Myeloid Leukemia
TCGA-25-2391-01,10.74,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
GTEX-13OVL-0011-R9a-SM-5P9GX,12.3,GTEX,Normal Tissue,Brain,Brain - Spinal Cord (Cervical C-1)
GTEX-12WSK-2126-SM-5CVNC,11.13,GTEX,Normal Tissue,Skin,Skin - Not Sun Exposed (Suprapubic)
GTEX-ZDYS-1526-SM-4WKFY,13.53,GTEX,Normal Tissue,Nerve,Nerve - Tibial
TCGA-22-5492-01,11.91,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
TCGA-CM-6674-01,9.948,TCGA,Primary Tumor,Colon,Colon Adenocarcinoma
GTEX-RN64-0626-SM-2TC5V,10.1,GTEX,Normal Tissue,Thyroid,Thyroid
GTEX-12696-2726-SM-5FQUL,11.8,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
GTEX-1192X-3026-SM-5N9BM,9.859,GTEX,Normal Tissue,Pituitary,Pituitary
TCGA-P4-A5E8-11,9.796,TCGA,Solid Tissue Normal,Kidney,Kidney Papillary Cell Carcinoma
TCGA-IB-A5SQ-01,11.85,TCGA,Primary Tumor,Pancreas,Pancreatic Adenocarcinoma
TCGA-S9-A6U2-01,10.55,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
GTEX-X585-1026-SM-46MW6,11.08,GTEX,Normal Tissue,Lung,Lung
TCGA-B0-5696-11,8.629,TCGA,Solid Tissue Normal,Kidney,Kidney Clear Cell Carcinoma
TCGA-B0-4813-01,11.98,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
GTEX-XQ8I-1526-SM-4BOOH,11.78,GTEX,Normal Tissue,Esophagus,Esophagus - Mucosa
TCGA-KK-A7AW-01,11.53,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-IM-A3ED-01,11.06,TCGA,Primary Tumor,Thyroid Gland,Thyroid Carcinoma
GTEX-11NV4-0826-SM-5BC4S,10.75,GTEX,Normal Tissue,Heart,Heart - Atrial Appendage
TARGET-30-PAIPGU-01,9.256,TARGET,Primary Solid Tumor,Sympathetic�Nervous System,Neuroblastoma
TCGA-AB-2832-03,9.239,TCGA,Primary Blood Derived Cancer - Peripheral Blood,White blood cell,Acute Myeloid Leukemia
GTEX-ZXES-0004-SM-57WCW,8.803,GTEX,Cell Line,Blood,Cells - Ebv-Transformed Lymphocytes
